"Respondent.clean","Respondent.ID","Respondent.entry.ID","Region.within.country.clean","Country.clean","World.region.clean","Crop.clean","Crop.type.clean","Score.type","Score","Respondent.entry.label","TotalScore.allInterventions","MeanScore.allInterventions","Country.WB","GDP_per_capita","AgForestryFish_ValueAdded_percentGDP","AllResearchAndDev_percentGPD","EnviroPerformance_score","AgResearchAndDev_PPP2017","Taiwan_imputed_from_China"
"CK","R8","21","Southern Distict","Israel","Middle East / Western Asia","Pumpkin","Vegetable crops","Acoustic Bat Lure",2,"R8-21",3,0.5,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE
"CK","R8","2","Southern Distict","Israel","Middle East / Western Asia","Onion","Vegetable crops","Artificial Roost",0,"R8-2",3,0.5,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE
"CK","R8","2","Southern Distict","Israel","Middle East / Western Asia","Onion","Vegetable crops","Agrochemical Reduction",0,"R8-2",3,0.5,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE
"CK","R8","2","Southern Distict","Israel","Middle East / Western Asia","Onion","Vegetable crops","Revegetation",0,"R8-2",3,0.5,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE
"CK","R8","2","Southern Distict","Israel","Middle East / Western Asia","Onion","Vegetable crops","Bat Education",1,"R8-2",3,0.5,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE
"CK","R8","2","Southern Distict","Israel","Middle East / Western Asia","Onion","Vegetable crops","Artificial Water Sources",0,"R8-2",3,0.5,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE
"CK","R8","2","Southern Distict","Israel","Middle East / Western Asia","Onion","Vegetable crops","Acoustic Bat Lure",2,"R8-2",3,0.5,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE
"CK","R8","16","UnspCentral Districts","Israel","Middle East / Western Asia","Watermelon","Vegetable crops","Artificial Roost",0,"R8-16",3,0.5,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE
"CK","R8","16","UnspCentral Districts","Israel","Middle East / Western Asia","Watermelon","Vegetable crops","Agrochemical Reduction",0,"R8-16",3,0.5,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE
"CK","R8","16","UnspCentral Districts","Israel","Middle East / Western Asia","Watermelon","Vegetable crops","Revegetation",0,"R8-16",3,0.5,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE
"CK","R8","16","UnspCentral Districts","Israel","Middle East / Western Asia","Watermelon","Vegetable crops","Bat Education",1,"R8-16",3,0.5,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE
"CK","R8","16","UnspCentral Districts","Israel","Middle East / Western Asia","Watermelon","Vegetable crops","Artificial Water Sources",0,"R8-16",3,0.5,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE
"CK","R8","16","UnspCentral Districts","Israel","Middle East / Western Asia","Watermelon","Vegetable crops","Acoustic Bat Lure",2,"R8-16",3,0.5,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE
"CK","R8","3","Southern Distict","Israel","Middle East / Western Asia","Melon","Vegetable crops","Artificial Roost",0,"R8-3",5,0.833333333333333,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE
"CK","R8","3","Southern Distict","Israel","Middle East / Western Asia","Melon","Vegetable crops","Agrochemical Reduction",0,"R8-3",5,0.833333333333333,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE
"CK","R8","3","Southern Distict","Israel","Middle East / Western Asia","Melon","Vegetable crops","Revegetation",2,"R8-3",5,0.833333333333333,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE
"CK","R8","3","Southern Distict","Israel","Middle East / Western Asia","Melon","Vegetable crops","Bat Education",1,"R8-3",5,0.833333333333333,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE
"CK","R8","3","Southern Distict","Israel","Middle East / Western Asia","Melon","Vegetable crops","Artificial Water Sources",0,"R8-3",5,0.833333333333333,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE
"CK","R8","3","Southern Distict","Israel","Middle East / Western Asia","Melon","Vegetable crops","Acoustic Bat Lure",2,"R8-3",5,0.833333333333333,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE
"CK","R8","6, 7 & 8","Unspecified - Vineyard research in both Haifa & Jeruselum Districts","Israel","Middle East / Western Asia","Vineyard","Vineyard","Artificial Roost",0,"R8-6, 7 & 8",11,0.647058823529412,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE
"CK","R8","6, 7 & 8","Unspecified - Vineyard research in both Haifa & Jeruselum Districts","Israel","Middle East / Western Asia","Vineyard","Vineyard","Agrochemical Reduction",2,"R8-6, 7 & 8",11,0.647058823529412,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE
"CK","R8","6, 7 & 8","Unspecified - Vineyard research in both Haifa & Jeruselum Districts","Israel","Middle East / Western Asia","Vineyard","Vineyard","Revegetation",0,"R8-6, 7 & 8",11,0.647058823529412,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE
"CK","R8","6, 7 & 8","Unspecified - Vineyard research in both Haifa & Jeruselum Districts","Israel","Middle East / Western Asia","Vineyard","Vineyard","Bat Education",1,"R8-6, 7 & 8",11,0.647058823529412,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE
"CK","R8","6, 7 & 8","Unspecified - Vineyard research in both Haifa & Jeruselum Districts","Israel","Middle East / Western Asia","Vineyard","Vineyard","Artificial Water Sources",0,"R8-6, 7 & 8",11,0.647058823529412,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE
"CK","R8","6, 7 & 8","Unspecified - Vineyard research in both Haifa & Jeruselum Districts","Israel","Middle East / Western Asia","Vineyard","Vineyard","Acoustic Bat Lure",NA,"R8-6, 7 & 8",11,0.647058823529412,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE
"CS","R9","2","Extremadura","Spain","Europe","Tomato","Vegetable crops","Artificial Roost",3,"R9-2",12,2,"Spain",33493.2225409111,2.6062235563618,1.49362,66.28,634.407802466939,FALSE
"CS","R9","2","Extremadura","Spain","Europe","Tomato","Vegetable crops","Agrochemical Reduction",2,"R9-2",12,2,"Spain",33493.2225409111,2.6062235563618,1.49362,66.28,634.407802466939,FALSE
"CS","R9","2","Extremadura","Spain","Europe","Tomato","Vegetable crops","Revegetation",2,"R9-2",12,2,"Spain",33493.2225409111,2.6062235563618,1.49362,66.28,634.407802466939,FALSE
"CS","R9","2","Extremadura","Spain","Europe","Tomato","Vegetable crops","Bat Education",0,"R9-2",12,2,"Spain",33493.2225409111,2.6062235563618,1.49362,66.28,634.407802466939,FALSE
"CS","R9","2","Extremadura","Spain","Europe","Tomato","Vegetable crops","Artificial Water Sources",2,"R9-2",12,2,"Spain",33493.2225409111,2.6062235563618,1.49362,66.28,634.407802466939,FALSE
"CS","R9","2","Extremadura","Spain","Europe","Tomato","Vegetable crops","Acoustic Bat Lure",3,"R9-2",12,2,"Spain",33493.2225409111,2.6062235563618,1.49362,66.28,634.407802466939,FALSE
"CS","R9","1","Morelos","Mexico","Latin America / Caribbean","Multi- grain & vegetable","Pasture & mixed cropping","Artificial Roost",2,"R9-1",4,0.666666666666667,"Mexico",13830.843848864,3.84569758598285,0.26746,46.09,508.188663304649,FALSE
"CS","R9","1","Morelos","Mexico","Latin America / Caribbean","Multi- grain & vegetable","Pasture & mixed cropping","Agrochemical Reduction",1,"R9-1",4,0.666666666666667,"Mexico",13830.843848864,3.84569758598285,0.26746,46.09,508.188663304649,FALSE
"CS","R9","1","Morelos","Mexico","Latin America / Caribbean","Multi- grain & vegetable","Pasture & mixed cropping","Revegetation",0,"R9-1",4,0.666666666666667,"Mexico",13830.843848864,3.84569758598285,0.26746,46.09,508.188663304649,FALSE
"CS","R9","1","Morelos","Mexico","Latin America / Caribbean","Multi- grain & vegetable","Pasture & mixed cropping","Bat Education",1,"R9-1",4,0.666666666666667,"Mexico",13830.843848864,3.84569758598285,0.26746,46.09,508.188663304649,FALSE
"CS","R9","1","Morelos","Mexico","Latin America / Caribbean","Multi- grain & vegetable","Pasture & mixed cropping","Artificial Water Sources",0,"R9-1",4,0.666666666666667,"Mexico",13830.843848864,3.84569758598285,0.26746,46.09,508.188663304649,FALSE
"CS","R9","1","Morelos","Mexico","Latin America / Caribbean","Multi- grain & vegetable","Pasture & mixed cropping","Acoustic Bat Lure",0,"R9-1",4,0.666666666666667,"Mexico",13830.843848864,3.84569758598285,0.26746,46.09,508.188663304649,FALSE
"CO","R10","1","Multi-country (Peru-Colombia multi-region)","Peru & Colombia","Latin America / Caribbean","Agroforestry cacao","Agroforestry cacao","Artificial Roost",0,"R10-1",1,0.166666666666667,"Peru",7919.04634828547,7.22315955429279,0.17611,41.01,93.727296106182,FALSE
"CO","R10","1","Multi-country (Peru-Colombia multi-region)","Peru & Colombia","Latin America / Caribbean","Agroforestry cacao","Agroforestry cacao","Agrochemical Reduction",0,"R10-1",1,0.166666666666667,"Peru",7919.04634828547,7.22315955429279,0.17611,41.01,93.727296106182,FALSE
"CO","R10","1","Multi-country (Peru-Colombia multi-region)","Peru & Colombia","Latin America / Caribbean","Agroforestry cacao","Agroforestry cacao","Revegetation",0,"R10-1",1,0.166666666666667,"Peru",7919.04634828547,7.22315955429279,0.17611,41.01,93.727296106182,FALSE
"CO","R10","1","Multi-country (Peru-Colombia multi-region)","Peru & Colombia","Latin America / Caribbean","Agroforestry cacao","Agroforestry cacao","Bat Education",1,"R10-1",1,0.166666666666667,"Peru",7919.04634828547,7.22315955429279,0.17611,41.01,93.727296106182,FALSE
"CO","R10","1","Multi-country (Peru-Colombia multi-region)","Peru & Colombia","Latin America / Caribbean","Agroforestry cacao","Agroforestry cacao","Artificial Water Sources",0,"R10-1",1,0.166666666666667,"Peru",7919.04634828547,7.22315955429279,0.17611,41.01,93.727296106182,FALSE
"CO","R10","1","Multi-country (Peru-Colombia multi-region)","Peru & Colombia","Latin America / Caribbean","Agroforestry cacao","Agroforestry cacao","Acoustic Bat Lure",0,"R10-1",1,0.166666666666667,"Peru",7919.04634828547,7.22315955429279,0.17611,41.01,93.727296106182,FALSE
"CM","R11","1","Western Province","Ghana","Africa","Multi- crop","Pasture & mixed cropping","Artificial Roost",0,"R11-1",3,0.5,"Ghana",2383.90410476221,20.9430687855615,NA,28.6,116.975380230497,FALSE
"CM","R11","1","Western Province","Ghana","Africa","Multi- crop","Pasture & mixed cropping","Agrochemical Reduction",0,"R11-1",3,0.5,"Ghana",2383.90410476221,20.9430687855615,NA,28.6,116.975380230497,FALSE
"CM","R11","1","Western Province","Ghana","Africa","Multi- crop","Pasture & mixed cropping","Revegetation",1,"R11-1",3,0.5,"Ghana",2383.90410476221,20.9430687855615,NA,28.6,116.975380230497,FALSE
"CM","R11","1","Western Province","Ghana","Africa","Multi- crop","Pasture & mixed cropping","Bat Education",2,"R11-1",3,0.5,"Ghana",2383.90410476221,20.9430687855615,NA,28.6,116.975380230497,FALSE
"CM","R11","1","Western Province","Ghana","Africa","Multi- crop","Pasture & mixed cropping","Artificial Water Sources",0,"R11-1",3,0.5,"Ghana",2383.90410476221,20.9430687855615,NA,28.6,116.975380230497,FALSE
"CM","R11","1","Western Province","Ghana","Africa","Multi- crop","Pasture & mixed cropping","Acoustic Bat Lure",0,"R11-1",3,0.5,"Ghana",2383.90410476221,20.9430687855615,NA,28.6,116.975380230497,FALSE
"DR","R12","1","Veneto","Italy","Europe","Apple","Perennial fruit & forestry crops","Artificial Roost",0,"R12-1",6,1,"Italy",39279.699782164,1.8596431753596,1.37935,61.56,952.713803909769,FALSE
"DR","R12","1","Veneto","Italy","Europe","Apple","Perennial fruit & forestry crops","Agrochemical Reduction",3,"R12-1",6,1,"Italy",39279.699782164,1.8596431753596,1.37935,61.56,952.713803909769,FALSE
"DR","R12","1","Veneto","Italy","Europe","Apple","Perennial fruit & forestry crops","Revegetation",0,"R12-1",6,1,"Italy",39279.699782164,1.8596431753596,1.37935,61.56,952.713803909769,FALSE
"DR","R12","1","Veneto","Italy","Europe","Apple","Perennial fruit & forestry crops","Bat Education",3,"R12-1",6,1,"Italy",39279.699782164,1.8596431753596,1.37935,61.56,952.713803909769,FALSE
"DR","R12","1","Veneto","Italy","Europe","Apple","Perennial fruit & forestry crops","Artificial Water Sources",0,"R12-1",6,1,"Italy",39279.699782164,1.8596431753596,1.37935,61.56,952.713803909769,FALSE
"DR","R12","1","Veneto","Italy","Europe","Apple","Perennial fruit & forestry crops","Acoustic Bat Lure",0,"R12-1",6,1,"Italy",39279.699782164,1.8596431753596,1.37935,61.56,952.713803909769,FALSE
"DF","R13","1 & 2","Cameroon: multi-region","Cameroon","Africa","Agroforestry cacao","Agroforestry cacao","Artificial Roost",1,"R13-1 & 2",3,0.5,"Cameroon",1720.47510154506,17.0996372773511,NA,34.9,36.1474384663849,FALSE
"DF","R13","1 & 2","Cameroon: multi-region","Cameroon","Africa","Agroforestry cacao","Agroforestry cacao","Agrochemical Reduction",0,"R13-1 & 2",3,0.5,"Cameroon",1720.47510154506,17.0996372773511,NA,34.9,36.1474384663849,FALSE
"DF","R13","1 & 2","Cameroon: multi-region","Cameroon","Africa","Agroforestry cacao","Agroforestry cacao","Revegetation",1,"R13-1 & 2",3,0.5,"Cameroon",1720.47510154506,17.0996372773511,NA,34.9,36.1474384663849,FALSE
"DF","R13","1 & 2","Cameroon: multi-region","Cameroon","Africa","Agroforestry cacao","Agroforestry cacao","Bat Education",1,"R13-1 & 2",3,0.5,"Cameroon",1720.47510154506,17.0996372773511,NA,34.9,36.1474384663849,FALSE
"DF","R13","1 & 2","Cameroon: multi-region","Cameroon","Africa","Agroforestry cacao","Agroforestry cacao","Artificial Water Sources",0,"R13-1 & 2",3,0.5,"Cameroon",1720.47510154506,17.0996372773511,NA,34.9,36.1474384663849,FALSE
"DF","R13","1 & 2","Cameroon: multi-region","Cameroon","Africa","Agroforestry cacao","Agroforestry cacao","Acoustic Bat Lure",0,"R13-1 & 2",3,0.5,"Cameroon",1720.47510154506,17.0996372773511,NA,34.9,36.1474384663849,FALSE
"KD","R14","1","Karnataka","India","South / Southeast Asia","Rice","Grain crops","Artificial Roost",0,"R14-1",3,0.5,"India",2434.44826340989,17.6565389328245,0.64558,22.46,4453.98508903982,FALSE
"KD","R14","1","Karnataka","India","South / Southeast Asia","Rice","Grain crops","Agrochemical Reduction",1,"R14-1",3,0.5,"India",2434.44826340989,17.6565389328245,0.64558,22.46,4453.98508903982,FALSE
"KD","R14","1","Karnataka","India","South / Southeast Asia","Rice","Grain crops","Revegetation",0,"R14-1",3,0.5,"India",2434.44826340989,17.6565389328245,0.64558,22.46,4453.98508903982,FALSE
"KD","R14","1","Karnataka","India","South / Southeast Asia","Rice","Grain crops","Bat Education",2,"R14-1",3,0.5,"India",2434.44826340989,17.6565389328245,0.64558,22.46,4453.98508903982,FALSE
"KD","R14","1","Karnataka","India","South / Southeast Asia","Rice","Grain crops","Artificial Water Sources",0,"R14-1",3,0.5,"India",2434.44826340989,17.6565389328245,0.64558,22.46,4453.98508903982,FALSE
"KD","R14","1","Karnataka","India","South / Southeast Asia","Rice","Grain crops","Acoustic Bat Lure",0,"R14-1",3,0.5,"India",2434.44826340989,17.6565389328245,0.64558,22.46,4453.98508903982,FALSE
"EF","R15","3","Central Scotland","UK","Europe","Multi- crop & pasture","Pasture & mixed cropping","Artificial Roost",0,"R15-3",6,1,"United Kingdom",49919.6896621586,0.648180849687737,2.67614,71.51,634.098457763344,FALSE
"EF","R15","3","Central Scotland","UK","Europe","Multi- crop & pasture","Pasture & mixed cropping","Agrochemical Reduction",1,"R15-3",6,1,"United Kingdom",49919.6896621586,0.648180849687737,2.67614,71.51,634.098457763344,FALSE
"EF","R15","3","Central Scotland","UK","Europe","Multi- crop & pasture","Pasture & mixed cropping","Revegetation",3,"R15-3",6,1,"United Kingdom",49919.6896621586,0.648180849687737,2.67614,71.51,634.098457763344,FALSE
"EF","R15","3","Central Scotland","UK","Europe","Multi- crop & pasture","Pasture & mixed cropping","Bat Education",0,"R15-3",6,1,"United Kingdom",49919.6896621586,0.648180849687737,2.67614,71.51,634.098457763344,FALSE
"EF","R15","3","Central Scotland","UK","Europe","Multi- crop & pasture","Pasture & mixed cropping","Artificial Water Sources",2,"R15-3",6,1,"United Kingdom",49919.6896621586,0.648180849687737,2.67614,71.51,634.098457763344,FALSE
"EF","R15","3","Central Scotland","UK","Europe","Multi- crop & pasture","Pasture & mixed cropping","Acoustic Bat Lure",0,"R15-3",6,1,"United Kingdom",49919.6896621586,0.648180849687737,2.67614,71.51,634.098457763344,FALSE
"FM","R16","1","Multi-region: northern, eastern & western France","France","Europe","Multi- crop & pasture","Pasture & mixed cropping","Artificial Roost",0,"R16-1",5,0.833333333333333,"France",44700.1384177544,1.48475796304424,2.17832,69.82,1537.31777634499,FALSE
"FM","R16","1","Multi-region: northern, eastern & western France","France","Europe","Multi- crop & pasture","Pasture & mixed cropping","Agrochemical Reduction",0,"R16-1",5,0.833333333333333,"France",44700.1384177544,1.48475796304424,2.17832,69.82,1537.31777634499,FALSE
"FM","R16","1","Multi-region: northern, eastern & western France","France","Europe","Multi- crop & pasture","Pasture & mixed cropping","Revegetation",3,"R16-1",5,0.833333333333333,"France",44700.1384177544,1.48475796304424,2.17832,69.82,1537.31777634499,FALSE
"FM","R16","1","Multi-region: northern, eastern & western France","France","Europe","Multi- crop & pasture","Pasture & mixed cropping","Bat Education",2,"R16-1",5,0.833333333333333,"France",44700.1384177544,1.48475796304424,2.17832,69.82,1537.31777634499,FALSE
"FM","R16","1","Multi-region: northern, eastern & western France","France","Europe","Multi- crop & pasture","Pasture & mixed cropping","Artificial Water Sources",0,"R16-1",5,0.833333333333333,"France",44700.1384177544,1.48475796304424,2.17832,69.82,1537.31777634499,FALSE
"FM","R16","1","Multi-region: northern, eastern & western France","France","Europe","Multi- crop & pasture","Pasture & mixed cropping","Acoustic Bat Lure",0,"R16-1",5,0.833333333333333,"France",44700.1384177544,1.48475796304424,2.17832,69.82,1537.31777634499,FALSE
"FM","R16","2","Multi-region: northern, eastern & western France","France","Europe","Multi- crop & pasture","Pasture & mixed cropping","Artificial Roost",0,"R16-2",2,0.333333333333333,"France",44700.1384177544,1.48475796304424,2.17832,69.82,1537.31777634499,FALSE
"FM","R16","2","Multi-region: northern, eastern & western France","France","Europe","Multi- crop & pasture","Pasture & mixed cropping","Agrochemical Reduction",0,"R16-2",2,0.333333333333333,"France",44700.1384177544,1.48475796304424,2.17832,69.82,1537.31777634499,FALSE
"FM","R16","2","Multi-region: northern, eastern & western France","France","Europe","Multi- crop & pasture","Pasture & mixed cropping","Revegetation",0,"R16-2",2,0.333333333333333,"France",44700.1384177544,1.48475796304424,2.17832,69.82,1537.31777634499,FALSE
"FM","R16","2","Multi-region: northern, eastern & western France","France","Europe","Multi- crop & pasture","Pasture & mixed cropping","Bat Education",0,"R16-2",2,0.333333333333333,"France",44700.1384177544,1.48475796304424,2.17832,69.82,1537.31777634499,FALSE
"FM","R16","2","Multi-region: northern, eastern & western France","France","Europe","Multi- crop & pasture","Pasture & mixed cropping","Artificial Water Sources",2,"R16-2",2,0.333333333333333,"France",44700.1384177544,1.48475796304424,2.17832,69.82,1537.31777634499,FALSE
"FM","R16","2","Multi-region: northern, eastern & western France","France","Europe","Multi- crop & pasture","Pasture & mixed cropping","Acoustic Bat Lure",0,"R16-2",2,0.333333333333333,"France",44700.1384177544,1.48475796304424,2.17832,69.82,1537.31777634499,FALSE
"FM","R16","3","Multi-region: Normandie, Occitanie, Vaucluse & Nouvelle-Aquitaine","France","Europe","Apple","Perennial fruit & forestry crops","Artificial Roost",1,"R16-3",4,0.666666666666667,"France",44700.1384177544,1.48475796304424,2.17832,69.82,1537.31777634499,FALSE
"FM","R16","3","Multi-region: Normandie, Occitanie, Vaucluse & Nouvelle-Aquitaine","France","Europe","Apple","Perennial fruit & forestry crops","Agrochemical Reduction",2,"R16-3",4,0.666666666666667,"France",44700.1384177544,1.48475796304424,2.17832,69.82,1537.31777634499,FALSE
"FM","R16","3","Multi-region: Normandie, Occitanie, Vaucluse & Nouvelle-Aquitaine","France","Europe","Apple","Perennial fruit & forestry crops","Revegetation",0,"R16-3",4,0.666666666666667,"France",44700.1384177544,1.48475796304424,2.17832,69.82,1537.31777634499,FALSE
"FM","R16","3","Multi-region: Normandie, Occitanie, Vaucluse & Nouvelle-Aquitaine","France","Europe","Apple","Perennial fruit & forestry crops","Bat Education",1,"R16-3",4,0.666666666666667,"France",44700.1384177544,1.48475796304424,2.17832,69.82,1537.31777634499,FALSE
"FM","R16","3","Multi-region: Normandie, Occitanie, Vaucluse & Nouvelle-Aquitaine","France","Europe","Apple","Perennial fruit & forestry crops","Artificial Water Sources",0,"R16-3",4,0.666666666666667,"France",44700.1384177544,1.48475796304424,2.17832,69.82,1537.31777634499,FALSE
"FM","R16","3","Multi-region: Normandie, Occitanie, Vaucluse & Nouvelle-Aquitaine","France","Europe","Apple","Perennial fruit & forestry crops","Acoustic Bat Lure",0,"R16-3",4,0.666666666666667,"France",44700.1384177544,1.48475796304424,2.17832,69.82,1537.31777634499,FALSE
"GM","R17","1","Texas","USA","North America","Cotton","Field crops","Artificial Roost",3,"R17-1",7,1.16666666666667,"United States",82586.7847707894,0.942961672907101,3.44716,58.54,5113.96640319801,FALSE
"GM","R17","1","Texas","USA","North America","Cotton","Field crops","Agrochemical Reduction",0,"R17-1",7,1.16666666666667,"United States",82586.7847707894,0.942961672907101,3.44716,58.54,5113.96640319801,FALSE
"GM","R17","1","Texas","USA","North America","Cotton","Field crops","Revegetation",0,"R17-1",7,1.16666666666667,"United States",82586.7847707894,0.942961672907101,3.44716,58.54,5113.96640319801,FALSE
